in:wing1,in:wing2,out:wing1,out:wing2,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37
23,0,23,0,1.928248,1.567919,1.207589,0.84726,0.486931,6.481993,5.762431,5.04287,4.323308,3.603747,3.603747,2.208905,1.848576,1.488247,1.127917,0.767588,6.918303,6.198741,5.47918,4.759618,4.759618,4.040057,2.569235,7.637864,2.288577,7.201554,2.248741,1.888412,1.528083,1.167753,1.167753,0.807424,7.059928,6.340367,5.620806,4.901244,4.181683,2.15478,3.366085,4.57739,5.788695,7,2.005669,3.254251,4.502834,5.751417,7,7,1.211305,2.42261,3.633915,4.84522,6.056525,1.248583,2.497166,3.745749,4.994331,4.994331,6.242914,0,0,0.943475,0.757086,1.07739,2.288695,3.5,4.711305,4.711305,5.92261,1.002834,2.251417,3.5,4.748583,5.997166,0.580104,0.353743,0.127382,-0.098979,-0.32534,-1.217299,-2.019247,-2.821195,-3.623143,-4.425091,-4.425091,0.756415,0.530054,0.303693,0.077332,-0.149029,-0.731033,-1.532981,-2.334929,-3.136877,-3.136877,-3.938825,0.982776,0.070914,0.806465,-0.415351,0.670649,0.444288,0.217927,-0.008434,-0.008434,-0.234795,-1.01966,-1.821608,-2.623556,-3.425504,-4.227452
24,0,24,0,1.953355,1.586749,1.220143,0.853537,0.486931,6.526937,5.796139,5.065342,4.334544,3.603747,3.603747,2.23804,1.871434,1.504828,1.138222,0.771616,6.964001,6.233203,5.502406,4.771608,4.771608,4.040811,2.604646,7.694798,2.319961,7.257734,2.279001,1.912394,1.545788,1.179182,1.179182,0.812576,7.110868,6.38007,5.649273,4.918475,4.187677,2.152809,3.364607,4.576405,5.788202,7,1.998271,3.248703,4.499136,5.749568,7,7,1.211798,2.423595,3.635393,4.847191,6.058989,1.250432,2.500864,3.751297,5.001729,5.001729,6.252161,0,0,0.941011,0.747839,1.076405,2.288202,3.5,4.711798,4.711798,5.923595,0.999136,2.249568,3.5,4.750432,6.000864,0.616779,0.381249,0.145719,-0.08981,-0.32534,-1.082899,-1.918447,-2.753995,-3.589543,-4.425091,-4.425091,0.799678,0.564148,0.328618,0.093088,-0.142441,-0.583187,-1.418735,-2.254283,-3.089831,-3.089831,-3.925379,1.035207,0.252361,0.852309,-0.24735,0.717737,0.482207,0.246677,0.011148,0.011148,-0.224382,-0.853197,-1.688745,-2.524293,-3.359841,-4.195389
25,0,25,0,1.977142,1.604589,1.232037,0.859484,0.486931,6.56784,5.826816,5.085793,4.34477,3.603747,3.603747,2.265586,1.893034,1.520481,1.147928,0.775375,7.005132,6.264108,5.523085,4.782062,4.782062,4.041039,2.638139,7.746155,2.349695,7.308863,2.307641,1.935088,1.562535,1.189982,1.189982,0.817429,7.156997,6.415974,5.674951,4.933927,4.192904,2.150874,3.363155,4.575437,5.787718,7,1.991162,3.243372,4.495581,5.747791,7,7,1.212282,2.424563,3.636845,4.849126,6.061408,1.252209,2.504419,3.756628,5.008838,5.008838,6.261047,0,0,0.938592,0.738953,1.075437,2.287718,3.5,4.712282,4.712282,5.924563,0.995581,2.247791,3.5,4.752209,6.004419,0.652789,0.408257,0.163725,-0.080808,-0.32534,-0.950762,-1.819344,-2.687927,-3.556509,-4.425091,-4.425091,0.842115,0.597583,0.353051,0.108518,-0.136014,-0.438195,-1.306777,-2.17536,-3.043942,-3.043942,-3.912524,1.086648,0.430387,0.897322,-0.08218,0.764059,0.519526,0.274994,0.030461,0.030461,-0.214071,-0.689244,-1.557826,-2.426408,-3.294991,-4.163573
26,0,26,0,1.999705,1.621511,1.243318,0.865124,0.486931,6.604945,5.854646,5.104346,4.354046,3.603747,3.603747,2.291661,1.913467,1.535274,1.15708,0.778887,7.041997,6.291697,5.541398,4.791098,4.791098,4.040798,2.669854,7.792297,2.377898,7.355245,2.33478,1.956586,1.578393,1.200199,1.200199,0.822005,7.198621,6.448321,5.698022,4.947722,4.197422,2.148974,3.361731,4.574487,5.787244,7,1.984329,3.238247,4.492164,5.746082,7,7,1.212756,2.425513,3.638269,4.851026,6.063782,1.253918,2.507836,3.761753,5.015671,5.015671,6.269589,0,0,0.936218,0.730411,1.074487,2.287244,3.5,4.712756,4.712756,5.925513,0.992164,2.246082,3.5,4.753918,6.007836,0.688143,0.434773,0.181402,-0.071969,-0.32534,-0.820871,-1.721926,-2.622981,-3.524036,-4.425091,-4.425091,0.883739,0.630369,0.376998,0.123627,-0.129744,-0.296003,-1.197059,-2.098114,-2.999169,-2.999169,-3.900224,1.13711,0.605052,0.941514,0.080184,0.809627,0.556256,0.302886,0.049515,0.049515,-0.203856,-0.527757,-1.428812,-2.329867,-3.230923,-4.131978
27,0,27,0,2.021129,1.637579,1.25403,0.87048,0.486931,6.63848,5.879796,5.121113,4.36243,3.603747,3.603747,2.316369,1.93282,1.54927,1.16572,0.782171,7.074874,6.316191,5.557508,4.798824,4.798824,4.040141,2.699919,7.833557,2.404679,7.397163,2.360524,1.976974,1.593425,1.209875,1.209875,0.826326,7.236019,6.477335,5.718652,4.959969,4.201286,2.14711,3.360332,4.573555,5.786777,7,1.977759,3.233319,4.488879,5.74444,7,7,1.213223,2.426445,3.639668,4.85289,6.066113,1.25556,2.511121,3.766681,5.022241,5.022241,6.277802,0,0,0.933887,0.722198,1.073555,2.286777,3.5,4.713223,4.713223,5.926445,0.988879,2.24444,3.5,4.75556,6.011121,0.72285,0.460803,0.198755,-0.063292,-0.32534,-0.693196,-1.62617,-2.559144,-3.492117,-4.425091,-4.425091,0.924563,0.662516,0.400468,0.138421,-0.123627,-0.15655,-1.089524,-2.022497,-2.955471,-2.955471,-3.888445,1.186611,0.776424,0.984898,0.239777,0.85446,0.592412,0.330365,0.068317,0.068317,-0.19373,-0.368682,-1.301655,-2.234629,-3.167603,-4.100576
28,0,28,0,2.041495,1.652854,1.264213,0.875572,0.486931,6.668653,5.902426,5.1362,4.369973,3.603747,3.603747,2.339809,1.951168,1.562527,1.173886,0.785245,7.104018,6.337792,5.571565,4.805338,4.805338,4.039112,2.72845,7.870245,2.430136,7.43488,2.384972,1.996331,1.60769,1.219049,1.219049,0.830408,7.269449,6.503222,5.736996,4.970769,4.204543,2.145279,3.35896,4.57264,5.78632,7,1.971439,3.22858,4.48572,5.74286,7,7,1.21368,2.42736,3.64104,4.854721,6.068401,1.25714,2.51428,3.77142,5.028561,5.028561,6.285701,0,0,0.931599,0.714299,1.07264,2.28632,3.5,4.71368,4.71368,5.92736,0.98572,2.24286,3.5,4.75714,6.01428,0.756922,0.486356,0.215791,-0.054775,-0.32534,-0.567703,-1.53205,-2.496397,-3.460744,-4.425091,-4.425091,0.964603,0.694037,0.423472,0.152907,-0.117659,-0.019767,-0.984114,-1.948461,-2.912808,-2.912808,-3.877155,1.235168,0.94458,1.027487,0.396644,0.898576,0.62801,0.357445,0.086879,0.086879,-0.183686,-0.211951,-1.176298,-2.140645,-3.104992,-4.069339
29,0,29,0,2.060875,1.667389,1.273903,0.880417,0.486931,6.69566,5.922681,5.149703,4.376725,3.603747,3.603747,2.362068,1.968582,1.575096,1.18161,0.788124,7.129663,6.356684,5.583706,4.810728,4.810728,4.03775,2.755554,7.902641,2.454361,7.468638,2.408214,2.014728,1.621242,1.227756,1.227756,0.83427,7.29915,6.526172,5.753194,4.980215,4.207237,2.143483,3.357612,4.571741,5.785871,7,1.965359,3.224019,4.482679,5.74134,7,7,1.214129,2.428259,3.642388,4.856517,6.070646,1.25866,2.517321,3.775981,5.034641,5.034641,6.293302,0,0,0.929354,0.706698,1.071741,2.285871,3.5,4.714129,4.714129,5.928259,0.982679,2.24134,3.5,4.75866,6.017321,0.79037,0.511442,0.232515,-0.046413,-0.32534,-0.444348,-1.439534,-2.43472,-3.429905,-4.425091,-4.425091,1.003875,0.724947,0.44602,0.167092,-0.111835,0.114417,-0.880768,-1.875954,-2.87114,-2.87114,-3.866326,1.282802,1.109603,1.069297,0.550838,0.941996,0.663069,0.384141,0.105214,0.105214,-0.173714,-0.057488,-1.052674,-2.047859,-3.043045,-4.038231
30,0,30,0,2.079336,1.681235,1.283133,0.885032,0.486931,6.719678,5.940695,5.161712,4.38273,3.603747,3.603747,2.383229,1.985128,1.587026,1.188925,0.790824,7.152021,6.373038,5.594055,4.815072,4.815072,4.036089,2.78133,7.931004,2.477437,7.498661,2.430333,2.032232,1.63413,1.236029,1.236029,0.837928,7.325341,6.546358,5.767375,4.988392,4.20941,2.141719,3.35629,4.57086,5.78543,7,1.959504,3.219628,4.479752,5.739876,7,7,1.21457,2.42914,3.64371,4.858281,6.072851,1.260124,2.520248,3.780372,5.040496,5.040496,6.300619,0,0,0.927149,0.699381,1.07086,2.28543,3.5,4.71457,4.71457,5.92914,0.979752,2.239876,3.5,4.760124,6.020248,0.823208,0.536071,0.248934,-0.038203,-0.32534,-0.323085,-1.348587,-2.374088,-3.39959,-4.425091,-4.425091,1.042396,0.755259,0.468122,0.180985,-0.106152,0.246078,-0.779424,-1.804925,-2.830427,-2.830427,-3.855928,1.329533,1.271579,1.110346,0.702416,0.984746,0.697608,0.410471,0.123334,0.123334,-0.163803,0.094789,-0.930712,-1.956213,-2.981715,-4.007216
31,0,31,0,2.09694,1.694438,1.291935,0.889433,0.486931,6.740875,5.956593,5.172311,4.388029,3.603747,3.603747,2.403366,2.000864,1.598362,1.195859,0.793357,7.17129,6.387008,5.602726,4.818444,4.818444,4.034162,2.805869,7.955573,2.499442,7.525157,2.451404,2.048902,1.6464,1.243897,1.243897,0.841395,7.348224,6.563942,5.77966,4.995377,4.211095,2.139988,3.354991,4.569994,5.784997,7,1.953865,3.215399,4.476933,5.738466,7,7,1.215003,2.430006,3.645009,4.860012,6.075015,1.261534,2.523067,3.784601,5.046135,5.046135,6.307668,0,0,0.924985,0.692332,1.069994,2.284997,3.5,4.715003,4.715003,5.930006,0.976933,2.238466,3.5,4.761534,6.023067,0.855451,0.560254,0.265056,-0.030142,-0.32534,-0.203864,-1.259171,-2.314478,-3.369784,-4.425091,-4.425091,1.080186,0.784988,0.489791,0.194593,-0.100605,0.37529,-0.680017,-1.735324,-2.79063,-2.79063,-3.845937,1.375384,1.430597,1.150649,0.851443,1.026849,0.731651,0.436453,0.141255,0.141255,-0.153943,0.244973,-0.810334,-1.865641,-2.920948,-3.976254
32,0,32,0,2.113744,1.707041,1.300337,0.893634,0.486931,6.759403,5.970489,5.181575,4.392661,3.603747,3.603747,2.422549,2.015845,1.609142,1.202439,0.795736,7.18765,6.398736,5.609822,4.820908,4.820908,4.031994,2.829252,7.976564,2.520447,7.548317,2.471498,2.064795,1.658091,1.251388,1.251388,0.844685,7.367983,6.579069,5.790155,5.001241,4.212327,2.138288,3.353716,4.569144,5.784572,7,1.94843,3.211323,4.474215,5.737108,7,7,1.215428,2.430856,3.646284,4.861712,6.07714,1.262892,2.525785,3.788677,5.05157,5.05157,6.314462,0,0,0.92286,0.685538,1.069144,2.284572,3.5,4.715428,4.715428,5.930856,0.974215,2.237108,3.5,4.762892,6.025785,0.887113,0.584,0.280886,-0.022227,-0.32534,-0.086633,-1.171247,-2.255862,-3.340477,-4.425091,-4.425091,1.117263,0.81415,0.511037,0.207923,-0.09519,0.50213,-0.582484,-1.667099,-2.751714,-2.751714,-3.836328,1.420376,1.586745,1.190226,0.997982,1.068334,0.76522,0.462107,0.158994,0.158994,-0.144119,0.393159,-0.691456,-1.77607,-2.860685,-3.945299
33,0,33,0,2.129799,1.719082,1.308365,0.897648,0.486931,6.775401,5.982488,5.189574,4.39666,3.603747,3.603747,2.44084,2.030122,1.619405,1.208688,0.797971,7.201264,6.408351,5.615437,4.822523,4.822523,4.02961,2.851557,7.994178,2.540516,7.568315,2.490678,2.079961,1.669244,1.258527,1.258527,0.847809,7.38479,6.591876,5.798962,5.006049,4.213135,2.136618,3.352464,4.568309,5.784155,7,1.943189,3.207392,4.471594,5.735797,7,7,1.215845,2.431691,3.647536,4.863382,6.079227,1.264203,2.528406,3.792608,5.056811,5.056811,6.321014,0,0,0.920773,0.678986,1.068309,2.284155,3.5,4.715845,4.715845,5.931691,0.971594,2.235797,3.5,4.764203,6.028406,0.918207,0.60732,0.296434,-0.014453,-0.32534,0.028663,-1.084776,-2.198214,-3.311653,-4.425091,-4.425091,1.153645,0.842758,0.531871,0.220985,-0.089902,0.626675,-0.486763,-1.600202,-2.71364,-2.71364,-3.827079,1.464532,1.740113,1.229094,1.142101,1.109229,0.798342,0.487455,0.176569,0.176569,-0.134318,0.539453,-0.573985,-1.687424,-2.800862,-3.914301
34,0,34,0,2.145154,1.730598,1.316042,0.901487,0.486931,6.789001,5.992687,5.196374,4.40006,3.603747,3.603747,2.458297,2.043741,1.629185,1.21463,0.800074,7.212284,6.41597,5.619657,4.823343,4.823343,4.02703,2.872853,8.008598,2.55971,7.585315,2.509003,2.094448,1.679892,1.265336,1.265336,0.85078,7.398799,6.602486,5.806172,5.009858,4.213545,2.134978,3.351234,4.567489,5.783745,7,1.938131,3.203598,4.469065,5.734533,7,7,1.216255,2.432511,3.648766,4.865022,6.081277,1.265467,2.530935,3.796402,5.061869,5.061869,6.327337,0,0,0.918723,0.672663,1.067489,2.283745,3.5,4.716255,4.716255,5.932511,0.969065,2.234533,3.5,4.765467,6.030935,0.948749,0.630226,0.311704,-0.006818,-0.32534,0.142077,-0.999715,-2.141507,-3.283299,-4.425091,-4.425091,1.189351,0.870828,0.552306,0.233784,-0.084738,0.749,-0.392792,-1.534584,-2.676376,-2.676376,-3.818168,1.507873,1.890792,1.267271,1.283869,1.149567,0.831045,0.512522,0.194,0.194,-0.124522,0.683968,-0.457824,-1.599616,-2.741408,-3.8832
35,0,35,0,2.159853,1.741622,1.323392,0.905161,0.486931,6.800321,6.001177,5.202034,4.40289,3.603747,3.603747,2.474975,2.056744,1.638514,1.220283,0.802053,7.220846,6.421703,5.62256,4.823416,4.823416,4.024273,2.893206,8.01999,2.578084,7.599464,2.526529,2.108299,1.690068,1.271838,1.271838,0.853607,7.410155,6.611012,5.811868,5.012725,4.213581,2.133367,3.350026,4.566684,5.783342,7,1.933246,3.199935,4.466623,5.733312,7,7,1.216658,2.433316,3.649974,4.866633,6.083291,1.266688,2.533377,3.800065,5.066754,5.066754,6.333442,0,0,0.916709,0.666558,1.066684,2.283342,3.5,4.716658,4.716658,5.933316,0.966623,2.233312,3.5,4.766688,6.033377,0.978751,0.652728,0.326706,0.000683,-0.32534,0.253665,-0.916024,-2.085713,-3.255402,-4.425091,-4.425091,1.224398,0.898375,0.572352,0.246329,-0.079693,0.86918,-0.300509,-1.470198,-2.639887,-2.639887,-3.809576,1.550421,2.038869,1.304774,1.423355,1.189381,0.863358,0.537336,0.211313,0.211313,-0.11471,0.826826,-0.342864,-1.512553,-2.682242,-3.851931
36,0,36,0,2.173937,1.752185,1.330434,0.908682,0.486931,6.80947,6.008039,5.206608,4.405177,3.603747,3.603747,2.490923,2.069171,1.64742,1.225668,0.803917,7.227078,6.425647,5.624216,4.822786,4.822786,4.021355,2.912675,8.028509,2.595689,7.6109,2.543306,2.121554,1.699803,1.278051,1.278051,0.856299,7.418989,6.617558,5.816128,5.014697,4.213266,2.131784,3.348838,4.565892,5.782946,7,1.928527,3.196395,4.464263,5.732132,7,7,1.217054,2.434108,3.651162,4.868216,6.08527,1.267868,2.535737,3.803605,5.071473,5.071473,6.339341,0,0,0.91473,0.660659,1.065892,2.282946,3.5,4.717054,4.717054,5.934108,0.964263,2.232132,3.5,4.767868,6.035737,1.008229,0.674836,0.341444,0.008052,-0.32534,0.363483,-0.83366,-2.030804,-3.227948,-4.425091,-4.425091,1.258804,0.925412,0.59202,0.258628,-0.074765,0.987289,-0.209855,-1.406998,-2.604142,-2.604142,-3.801286,1.592196,2.184432,1.341621,1.560627,1.228711,0.895318,0.561926,0.228534,0.228534,-0.104858,0.968159,-0.228984,-1.426128,-2.623271,-3.820415
37,0,37,0,2.187444,1.762316,1.337187,0.912059,0.486931,6.816549,6.013348,5.210148,4.406947,3.603747,3.603747,2.506187,2.081059,1.65593,1.230802,0.805673,7.231093,6.427892,5.624692,4.821491,4.821491,4.018291,2.931315,8.034293,2.612573,7.619749,2.55938,2.134251,1.709123,1.283995,1.283995,0.858866,7.425421,6.622221,5.81902,5.015819,4.212619,2.130229,3.347671,4.565114,5.782557,7,1.923964,3.192973,4.461982,5.730991,7,7,1.217443,2.434886,3.652329,4.869771,6.087214,1.269009,2.538018,3.807027,5.076036,5.076036,6.345045,0,0,0.912786,0.654955,1.065114,2.282557,3.5,4.717443,4.717443,5.934886,0.961982,2.230991,3.5,4.769009,6.038018,1.037194,0.696561,0.355927,0.015294,-0.32534,0.471585,-0.752584,-1.976753,-3.200922,-4.425091,-4.425091,1.292587,0.951953,0.611319,0.270686,-0.069948,1.103397,-0.120772,-1.344941,-2.56911,-2.56911,-3.793279,1.63322,2.327566,1.377828,1.695753,1.267598,0.926964,0.586331,0.245697,0.245697,-0.094936,1.108119,-0.11605,-1.340219,-2.564388,-3.788557
38,0,38,0,2.20041,1.77204,1.34367,0.9153,0.486931,6.82165,6.017174,5.212698,4.408222,3.603747,3.603747,2.52081,2.09244,1.66407,1.2357,0.807331,7.232997,6.428521,5.624045,4.819569,4.819569,4.015093,2.949179,8.037472,2.62878,7.626126,2.574795,2.146425,1.718055,1.289685,1.289685,0.861315,7.429561,6.625085,5.82061,5.016134,4.211658,2.128699,3.346524,4.56435,5.782175,7,1.91955,3.189662,4.459775,5.729887,7,7,1.217825,2.43565,3.653476,4.871301,6.089126,1.270113,2.540225,3.810338,5.08045,5.08045,6.350563,0,0,0.910874,0.649437,1.06435,2.282175,3.5,4.717825,4.717825,5.93565,0.959775,2.229887,3.5,4.770113,6.040225,1.065661,0.717911,0.370161,0.02241,-0.32534,0.578024,-0.672755,-1.923534,-3.174312,-4.425091,-4.425091,1.325762,0.978011,0.630261,0.282511,-0.06524,1.217575,-0.033204,-1.283982,-2.534761,-2.534761,-3.78554,1.673512,2.468354,1.413412,1.828803,1.306094,0.958344,0.610594,0.262843,0.262843,-0.084907,1.246873,-0.003905,-1.254684,-2.505463,-3.756242
39,0,39,0,2.212866,1.781383,1.349899,0.918415,0.486931,6.824858,6.01958,5.214302,4.409025,3.603747,3.603747,2.53483,2.103346,1.671862,1.240378,0.808895,7.232885,6.427607,5.622329,4.817051,4.817051,4.011773,2.966314,8.038162,2.64435,7.630136,2.58959,2.158106,1.726622,1.295139,1.295139,0.863655,7.43151,6.626232,5.820955,5.015677,4.210399,2.127196,3.345397,4.563598,5.781799,7,1.915276,3.186457,4.457638,5.728819,7,7,1.218201,2.436402,3.654603,4.872804,6.091005,1.271181,2.542362,3.813543,5.084724,5.084724,6.355905,0,0,0.908995,0.644095,1.063598,2.281799,3.5,4.718201,4.718201,5.936402,0.957638,2.228819,3.5,4.771181,6.042362,1.093642,0.738896,0.384151,0.029405,-0.32534,0.682855,-0.594132,-1.871118,-3.148105,-4.425091,-4.425091,1.358345,1.0036,0.648854,0.294109,-0.060637,1.329891,0.052905,-1.224082,-2.501068,-2.501068,-3.778055,1.71309,2.606878,1.448387,1.959841,1.344262,0.989517,0.634771,0.280026,0.280026,-0.07472,1.384623,0.107636,-1.16935,-2.446337,-3.723323
40,0,40,0,2.224845,1.790366,1.355888,0.921409,0.486931,6.82625,6.020624,5.214998,4.409373,3.603747,3.603747,2.548286,2.113807,1.679329,1.24485,0.810372,7.230844,6.425218,5.619592,4.813966,4.813966,4.00834,2.982764,8.03647,2.659323,7.631876,2.603805,2.169326,1.734848,1.300369,1.300369,0.86589,7.43136,6.625734,5.820108,5.014482,4.208856,2.125717,3.344288,4.562859,5.781429,7,1.911136,3.183352,4.455568,5.727784,7,7,1.218571,2.437141,3.655712,4.874283,6.092853,1.272216,2.544432,3.816648,5.088864,5.088864,6.36108,0,0,0.907147,0.63892,1.062859,2.281429,3.5,4.718571,4.718571,5.937141,0.955568,2.227784,3.5,4.772216,6.044432,1.121148,0.759526,0.397904,0.036282,-0.32534,0.786129,-0.516676,-1.819481,-3.122286,-4.425091,-4.425091,1.390352,1.02873,0.667108,0.305486,-0.056136,1.440411,0.137606,-1.165199,-2.468004,-2.468004,-3.770809,1.751974,2.743217,1.48277,2.088934,1.382181,1.020559,0.658937,0.297315,0.297315,-0.064307,1.521611,0.218806,-1.083999,-2.386805,-3.68961
41,0,41,0,2.236373,1.799013,1.361652,0.924291,0.486931,6.825896,6.020359,5.214822,4.409284,3.603747,3.603747,2.56121,2.12385,1.686489,1.249129,0.811768,7.226953,6.421416,5.615878,4.810341,4.810341,4.004804,2.998571,8.032491,2.673734,7.631434,2.617472,2.180112,1.742751,1.30539,1.30539,0.86803,7.429194,6.623656,5.818119,5.012581,4.207044,2.124263,3.343197,4.562132,5.781066,7,1.907123,3.180342,4.453562,5.726781,7,7,1.218934,2.437868,3.656803,4.875737,6.094671,1.273219,2.546438,3.819658,5.092877,5.092877,6.366096,0,0,0.905329,0.633904,1.062132,2.281066,3.5,4.718934,4.718934,5.937868,0.953562,2.226781,3.5,4.773219,6.046438,1.14819,0.779808,0.411425,0.043043,-0.32534,0.887899,-0.440349,-1.768596,-3.096844,-4.425091,-4.425091,1.421796,1.053414,0.685031,0.316648,-0.051734,1.5492,0.220952,-1.107295,-2.435543,-2.435543,-3.76379,1.790179,2.877447,1.516573,2.216146,1.419962,1.051579,0.683196,0.314814,0.314814,-0.053569,1.658149,0.329902,-0.998346,-2.326593,-3.65484
42,0,42,0,2.247478,1.807341,1.367204,0.927068,0.486931,6.823861,6.018832,5.213804,4.408775,3.603747,3.603747,2.573636,2.133499,1.693362,1.253226,0.813089,7.221285,6.416256,5.611227,4.806199,4.806199,4.00117,3.013773,8.026313,2.687615,7.62889,2.630626,2.190489,1.750352,1.310215,1.310215,0.870078,7.425087,6.620059,5.81503,5.010001,4.204973,2.122833,3.342125,4.561416,5.780708,7,1.903231,3.177423,4.451615,5.725808,7,7,1.219292,2.438584,3.657875,4.877167,6.096459,1.274192,2.548385,3.822577,5.096769,5.096769,6.370961,0,0,0.903541,0.629039,1.061416,2.280708,3.5,4.719292,4.719292,5.938584,0.951615,2.225808,3.5,4.774192,6.048385,1.174781,0.799751,0.42472,0.04969,-0.32534,0.988214,-0.365113,-1.718439,-3.071765,-4.425091,-4.425091,1.452692,1.077662,0.702632,0.327602,-0.047429,1.656319,0.302993,-1.050333,-2.40366,-2.40366,-3.756986,1.827722,3.009645,1.549811,2.34154,1.457772,1.082741,0.707711,0.332681,0.332681,-0.042349,1.794664,0.441338,-0.911988,-2.265314,-3.61864
43,0,43,0,2.258185,1.815371,1.372558,0.929744,0.486931,6.820202,6.016088,5.211974,4.40786,3.603747,3.603747,2.585593,2.142779,1.699966,1.257152,0.814339,7.213902,6.409789,5.605675,4.801561,4.801561,3.997447,3.028407,8.018016,2.700998,7.624316,2.643296,2.200482,1.757669,1.314855,1.314855,0.872041,7.419109,6.614995,5.810881,5.006768,4.202654,2.121425,3.341069,4.560713,5.780356,7,1.899454,3.17459,4.449727,5.724863,7,7,1.219644,2.439287,3.658931,4.878575,6.098218,1.275137,2.550273,3.82541,5.100546,5.100546,6.375683,0,0,0.901782,0.624317,1.060713,2.280356,3.5,4.719644,4.719644,5.939287,0.949727,2.224863,3.5,4.775137,6.050273,1.200929,0.819362,0.437794,0.056227,-0.32534,1.087123,-0.29093,-1.668984,-3.047038,-4.425091,-4.425091,1.483053,1.101485,0.719918,0.338351,-0.043216,1.761829,0.383776,-0.994278,-2.372332,-2.372332,-3.750385,1.86462,3.139883,1.582496,2.465177,1.495895,1.114328,0.732761,0.351194,0.351194,-0.030374,1.931785,0.553731,-0.824323,-2.202376,-3.58043
44,0,44,0,2.268517,1.82312,1.377724,0.932327,0.486931,6.814971,6.012165,5.209359,4.406553,3.603747,3.603747,2.597109,2.151712,1.706316,1.260919,0.815523,7.204864,6.402058,5.599252,4.796446,4.796446,3.99364,3.042505,8.007671,2.713913,7.617777,2.655511,2.210114,1.764718,1.319322,1.319322,0.873925,7.411321,6.608515,5.805709,5.002902,4.200096,2.12004,3.34003,4.56002,5.78001,7,1.895785,3.171839,4.447893,5.723946,7,7,1.21999,2.43998,3.65997,4.87996,6.09995,1.276054,2.552107,3.828161,5.104215,5.104215,6.380268,0,0,0.90005,0.619732,1.06002,2.28001,3.5,4.71999,4.71999,5.93998,0.947893,2.223946,3.5,4.776054,6.052107,1.226644,0.838648,0.450652,0.062656,-0.32534,1.184676,-0.217766,-1.620208,-3.022649,-4.425091,-4.425091,1.512889,1.124893,0.736897,0.348901,-0.039095,1.865789,0.463348,-0.939094,-2.341536,-2.341536,-3.743977,1.900885,3.268231,1.61464,2.587117,1.534928,1.146932,0.758936,0.37094,0.37094,-0.017056,2.070553,0.668111,-0.73433,-2.136772,-3.539214
45,0,45,0,2.278495,1.830604,1.382713,0.934822,0.486931,6.808216,6.007099,5.205981,4.404864,3.603747,3.603747,2.60821,2.160319,1.712428,1.264537,0.816646,7.194222,6.393105,5.591988,4.79087,4.79087,3.989753,3.056101,7.99534,2.726386,7.609334,2.667298,2.219407,1.771516,1.323625,1.323625,0.875734,7.401778,6.600661,5.799543,4.998426,4.197308,2.118677,3.339008,4.559339,5.779669,7,1.892221,3.169166,4.446111,5.723055,7,7,1.220331,2.440661,3.660992,4.881323,6.101653,1.276945,2.553889,3.830834,5.107779,5.107779,6.384724,0,0,0.898347,0.615276,1.059339,2.279669,3.5,4.720331,4.720331,5.940661,0.946111,2.223055,3.5,4.776945,6.053889,1.251936,0.857617,0.463298,0.068979,-0.32534,1.280918,-0.145584,-1.572086,-2.998589,-4.425091,-4.425091,1.542214,1.147895,0.753576,0.359257,-0.035062,1.968257,0.541754,-0.884748,-2.31125,-2.31125,-3.737753,1.936533,3.394759,1.646255,2.707421,1.576769,1.18245,0.788131,0.393812,0.393812,-0.000507,2.213035,0.786532,-0.63997,-2.066472,-3.492975
