in:wing1,in:wing2,out:wing1,out:wing2,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37
56,70,56,70,3.218228,3.239056,3.259884,3.280711,3.301539,7.533204,7.418892,7.30458,7.190268,7.075956,7.075956,3.200901,3.221729,3.242557,3.263385,3.284212,7.625642,7.51133,7.397018,7.282705,7.282705,7.168393,3.180073,7.739954,3.1974,7.647517,3.199151,3.219979,3.240806,3.261634,3.261634,3.282462,7.636579,7.522267,7.407955,7.293643,7.179331,2.19883,3.399123,4.599415,5.799708,7,2.179594,3.384696,4.589797,5.794899,7,7,1.200292,2.400585,3.600877,4.80117,6.001462,1.205101,2.410203,3.615304,4.820406,4.820406,6.025507,0,0,0.998538,0.974493,1.099415,2.299708,3.5,4.700292,4.700292,5.900585,1.089797,2.294899,3.5,4.705101,5.910203,2.403675,2.465223,2.526772,2.58832,2.649868,5.142054,5.394945,5.647837,5.900728,6.15362,6.15362,2.352473,2.414021,2.475569,2.537117,2.598665,4.937556,5.190447,5.443339,5.69623,5.69623,5.949122,2.290925,4.684664,2.342127,4.889162,2.198253,2.259801,2.321349,2.382897,2.382897,2.444446,4.374196,4.627087,4.879979,5.13287,5.385762
57,70,57,70,3.22477,3.243962,3.263155,3.282347,3.301539,7.509762,7.401311,7.292859,7.184408,7.075956,7.075956,3.208799,3.227992,3.247184,3.266376,3.285569,7.597811,7.48936,7.380908,7.272457,7.272457,7.164005,3.189607,7.706263,3.205578,7.618214,3.207188,3.226381,3.245573,3.264766,3.264766,3.283958,7.608013,7.499561,7.39111,7.282658,7.174206,2.199011,3.399258,4.599505,5.799753,7,2.182279,3.386709,4.591139,5.79557,7,7,1.200247,2.400495,3.600742,4.800989,6.001236,1.20443,2.408861,3.613291,4.817721,4.817721,6.022152,0,0,0.998764,0.977848,1.099505,2.299753,3.5,4.700247,4.700247,5.900495,1.091139,2.29557,3.5,4.70443,5.908861,2.423568,2.480143,2.536718,2.593293,2.649868,5.218037,5.451933,5.685828,5.919724,6.15362,6.15362,2.37649,2.433065,2.48964,2.546215,2.60279,5.028143,5.262038,5.495934,5.72983,5.72983,5.963725,2.319915,4.794247,2.366993,4.984141,2.222587,2.279162,2.335737,2.392312,2.392312,2.448887,4.466444,4.700339,4.934235,5.168131,5.402026
58,70,58,70,3.231172,3.248764,3.266356,3.283947,3.301539,7.485132,7.382838,7.280544,7.17825,7.075956,7.075956,3.216529,3.234121,3.251713,3.269305,3.286897,7.568491,7.466197,7.363904,7.26161,7.26161,7.159316,3.198938,7.670785,3.21358,7.587426,3.215055,3.232647,3.250238,3.26783,3.26783,3.285422,7.577959,7.475665,7.373371,7.271077,7.168783,2.199173,3.39938,4.599587,5.799793,7,2.184785,3.388589,4.592393,5.796196,7,7,1.200207,2.400413,3.60062,4.800827,6.001033,1.203804,2.407607,3.611411,4.815215,4.815215,6.019018,0,0,0.998967,0.980982,1.099587,2.299793,3.5,4.700207,4.700207,5.900413,1.092393,2.296196,3.5,4.703804,5.907607,2.443104,2.494795,2.546486,2.598177,2.649868,5.293205,5.508308,5.723412,5.938516,6.15362,6.15362,2.40008,2.451771,2.503462,2.555153,2.606844,5.117916,5.33302,5.548124,5.763228,5.763228,5.978331,2.348389,4.902812,2.391413,5.078101,2.246496,2.298187,2.349878,2.401569,2.401569,2.45326,4.557824,4.772928,4.988032,5.203136,5.418239
59,70,59,70,3.237446,3.253469,3.269493,3.285516,3.301539,7.459286,7.363453,7.267621,7.171789,7.075956,7.075956,3.224107,3.24013,3.256153,3.272177,3.2882,7.537649,7.441817,7.345984,7.250152,7.250152,7.15432,3.208083,7.633482,3.221423,7.555118,3.222765,3.238788,3.254811,3.270835,3.270835,3.286858,7.546384,7.450551,7.354719,7.258887,7.163054,2.199319,3.399489,4.599659,5.79983,7,2.187112,3.390334,4.593556,5.796778,7,7,1.20017,2.400341,3.600511,4.800681,6.000851,1.203222,2.406444,3.609666,4.812888,4.812888,6.01611,0,0,0.999149,0.98389,1.099659,2.29983,3.5,4.70017,4.70017,5.900341,1.093556,2.296778,3.5,4.703222,5.906444,2.462286,2.509181,2.556077,2.602972,2.649868,5.36761,5.564112,5.760615,5.957117,6.15362,6.15362,2.423245,2.470141,2.517036,2.563932,2.610827,5.206927,5.403429,5.599932,5.796434,5.796434,5.992937,2.37635,5.010424,2.415391,5.171107,2.269982,2.316877,2.363772,2.410668,2.410668,2.457563,4.648393,4.844896,5.041399,5.237901,5.434404
60,70,60,70,3.243605,3.258089,3.272572,3.287056,3.301539,7.432189,7.34313,7.254072,7.165014,7.075956,7.075956,3.231546,3.246029,3.260512,3.274996,3.289479,7.505244,7.416185,7.327127,7.238069,7.238069,7.149011,3.217062,7.594302,3.229122,7.521247,3.230334,3.244817,3.259301,3.273784,3.273784,3.288268,7.513245,7.424187,7.335129,7.246071,7.157013,2.199448,3.399586,4.599724,5.799862,7,2.189257,3.391943,4.594629,5.797314,7,7,1.200138,2.400276,3.600414,4.800552,6.00069,1.202686,2.405371,3.608057,4.810743,4.810743,6.013428,0,0,0.99931,0.986572,1.099724,2.299862,3.5,4.700138,4.700138,5.900276,1.094629,2.297314,3.5,4.702686,5.905371,2.481115,2.523303,2.565491,2.60768,2.649868,5.441306,5.619385,5.797463,5.975541,6.15362,6.15362,2.445986,2.488175,2.530363,2.572551,2.614739,5.295227,5.473306,5.651384,5.829462,5.829462,6.007541,2.403798,5.117149,2.438927,5.263228,2.293044,2.335232,2.37742,2.419609,2.419609,2.461797,4.738209,4.916288,5.094366,5.272444,5.450523
61,70,61,70,3.249662,3.262631,3.275601,3.28857,3.301539,7.403795,7.321835,7.239876,7.157916,7.075956,7.075956,3.238861,3.25183,3.2648,3.277769,3.290738,7.471222,7.389262,7.307302,7.225343,7.225343,7.143383,3.225891,7.553182,3.236692,7.485755,3.237777,3.250746,3.263715,3.276685,3.276685,3.289654,7.478489,7.396529,7.314569,7.232609,7.150649,2.199562,3.399671,4.599781,5.79989,7,2.191219,3.393414,4.595609,5.797805,7,7,1.20011,2.400219,3.600329,4.800438,6.000548,1.202195,2.404391,3.606586,4.808781,4.808781,6.010977,0,0,0.999452,0.989023,1.099781,2.29989,3.5,4.70011,4.70011,5.900219,1.095609,2.297805,3.5,4.702195,5.904391,2.499592,2.537161,2.57473,2.612299,2.649868,5.514352,5.674169,5.833986,5.993803,6.15362,6.15362,2.468304,2.505873,2.543442,2.581011,2.61858,5.382873,5.54269,5.702507,5.862324,5.862324,6.022141,2.430735,5.223056,2.462023,5.354535,2.315684,2.353253,2.390822,2.428391,2.428391,2.46596,4.827332,4.987149,5.146966,5.306783,5.4666
62,70,62,70,3.255627,3.267105,3.278583,3.290061,3.301539,7.374052,7.299528,7.225004,7.15048,7.075956,7.075956,3.246067,3.257545,3.269023,3.280501,3.291979,7.435521,7.360997,7.286473,7.21195,7.21195,7.137426,3.234589,7.510045,3.244149,7.448575,3.245108,3.256586,3.268064,3.279542,3.279542,3.29102,7.442048,7.367524,7.293001,7.218477,7.143953,2.19966,3.399745,4.59983,5.799915,7,2.192993,3.394745,4.596497,5.798248,7,7,1.200085,2.40017,3.600255,4.80034,6.000424,1.201752,2.403503,3.605255,4.807007,4.807007,6.008758,0,0,0.999576,0.991242,1.09983,2.299915,3.5,4.700085,4.700085,5.90017,1.096497,2.298248,3.5,4.701752,5.903503,2.517716,2.550754,2.583792,2.61683,2.649868,5.586804,5.728508,5.870212,6.011916,6.15362,6.15362,2.490198,2.523236,2.556274,2.589312,2.62235,5.469923,5.611627,5.75333,5.895034,5.895034,6.036738,2.45716,5.328219,2.484678,5.445101,2.337901,2.370939,2.403977,2.437015,2.437015,2.470052,4.915827,5.057531,5.199235,5.340939,5.482642
63,70,63,70,3.261514,3.27152,3.281527,3.291533,3.301539,7.342891,7.276157,7.209424,7.14269,7.075956,7.075956,3.253179,3.263185,3.273191,3.283198,3.293204,7.398064,7.33133,7.264596,7.197862,7.197862,7.131128,3.243172,7.464797,3.251508,7.409625,3.252343,3.26235,3.272356,3.282362,3.282362,3.292368,7.403844,7.337111,7.270377,7.203643,7.136909,2.199745,3.399809,4.599873,5.799936,7,2.194579,3.395934,4.597289,5.798645,7,7,1.200064,2.400127,3.600191,4.800255,6.000318,1.201355,2.402711,3.604066,4.805421,4.805421,6.006776,0,0,0.999682,0.993224,1.099873,2.299936,3.5,4.700064,4.700064,5.900127,1.097289,2.298645,3.5,4.701355,5.902711,2.535489,2.564083,2.592678,2.621273,2.649868,5.658726,5.78245,5.906173,6.029896,6.15362,6.15362,2.511668,2.540263,2.568858,2.597453,2.626048,5.556438,5.680161,5.803884,5.927608,5.927608,6.051331,2.483074,5.432714,2.506894,5.535003,2.359694,2.388289,2.416883,2.445478,2.445478,2.474073,5.003762,5.127485,5.251208,5.374932,5.498655
64,70,64,70,3.267334,3.275885,3.284437,3.292988,3.301539,7.310235,7.251665,7.193095,7.134526,7.075956,7.075956,3.26021,3.268761,3.277313,3.285864,3.294415,7.358756,7.300187,7.241617,7.183047,7.183047,7.124478,3.251659,7.417326,3.258783,7.368805,3.259497,3.268048,3.276599,3.28515,3.28515,3.293702,7.363781,7.305211,7.246641,7.188071,7.129502,2.199817,3.399862,4.599908,5.799954,7,2.195972,3.396979,4.597986,5.798993,7,7,1.200046,2.400092,3.600138,4.800183,6.000229,1.201007,2.402014,3.603021,4.804028,4.804028,6.005035,0,0,0.999771,0.994965,1.099908,2.299954,3.5,4.700046,4.700046,5.900092,1.097986,2.298993,3.5,4.701007,5.902014,2.552907,2.577147,2.601388,2.625628,2.649868,5.730184,5.836043,5.941902,6.047761,6.15362,6.15362,2.532713,2.556953,2.581193,2.605433,2.629673,5.642485,5.748345,5.854204,5.960063,5.960063,6.065922,2.508473,5.536626,2.528667,5.624324,2.381061,2.405301,2.429541,2.453781,2.453781,2.478021,5.091209,5.197068,5.302927,5.408786,5.514645
65,70,65,70,3.2731,3.28021,3.28732,3.294429,3.301539,7.275987,7.225979,7.175971,7.125964,7.075956,7.075956,3.267176,3.274286,3.281396,3.288506,3.295615,7.317488,7.26748,7.217473,7.167465,7.167465,7.117457,3.260066,7.367496,3.26599,7.325995,3.266583,3.273693,3.280803,3.287913,3.287913,3.295022,7.321741,7.271734,7.221726,7.171718,7.12171,2.199875,3.399906,4.599938,5.799969,7,2.197168,3.397876,4.598584,5.799292,7,7,1.200031,2.400062,3.600094,4.800125,6.000156,1.200708,2.401416,3.602124,4.802832,4.802832,6.00354,0,0,0.999844,0.99646,1.099938,2.299969,3.5,4.700031,4.700031,5.900062,1.098584,2.299292,3.5,4.700708,5.901416,2.569971,2.589945,2.60992,2.629894,2.649868,5.801246,5.88934,5.977433,6.065526,6.15362,6.15362,2.553329,2.573303,2.593277,2.613252,2.633226,5.728138,5.816232,5.904325,5.992418,5.992418,6.080512,2.533355,5.640045,2.549997,5.713153,2.402,2.421974,2.441948,2.461922,2.461922,2.481896,5.178249,5.266343,5.354436,5.442529,5.530623
66,70,66,70,3.278823,3.284502,3.290181,3.29586,3.301539,7.240033,7.199014,7.157994,7.116975,7.075956,7.075956,3.274091,3.27977,3.285449,3.291128,3.296807,7.274124,7.233105,7.192086,7.151066,7.151066,7.110047,3.268412,7.315143,3.273144,7.281052,3.273617,3.279296,3.284975,3.290655,3.290655,3.296334,7.277588,7.236569,7.19555,7.15453,7.113511,2.199922,3.399941,4.599961,5.79998,7,2.198163,3.398623,4.599082,5.799541,7,7,1.20002,2.400039,3.600059,4.800078,6.000098,1.200459,2.400918,3.601377,4.801837,4.801837,6.002296,0,0,0.999902,0.997704,1.099961,2.29998,3.5,4.70002,4.70002,5.900039,1.099082,2.299541,3.5,4.700459,5.900918,2.586678,2.602476,2.618273,2.63407,2.649868,5.871992,5.942399,6.012806,6.083213,6.15362,6.15362,2.573515,2.589313,2.60511,2.620907,2.636705,5.813476,5.883883,5.95429,6.024697,6.024697,6.095104,2.557718,5.743069,2.570881,5.801585,2.422507,2.438305,2.454102,2.4699,2.4699,2.485697,5.264969,5.335376,5.405783,5.47619,5.546597
67,70,67,70,3.284516,3.288772,3.293027,3.297283,3.301539,7.202236,7.170666,7.139096,7.107526,7.075956,7.075956,3.280969,3.285225,3.289481,3.293737,3.297993,7.228504,7.196934,7.165364,7.133794,7.133794,7.102224,3.276713,7.260074,3.28026,7.233806,3.280615,3.28487,3.289126,3.293382,3.293382,3.297638,7.231155,7.199585,7.168015,7.136445,7.104875,2.199957,3.399968,4.599978,5.799989,7,2.198952,3.399214,4.599476,5.799738,7,7,1.200011,2.400022,3.600032,4.800043,6.000054,1.200262,2.400524,3.600786,4.801048,4.801048,6.00131,0,0,0.999946,0.99869,1.099978,2.299989,3.5,4.700011,4.700011,5.900022,1.099476,2.299738,3.5,4.700262,5.900524,2.603025,2.614736,2.626446,2.638157,2.649868,5.942503,5.995282,6.048061,6.100841,6.15362,6.15362,2.593267,2.604977,2.616688,2.628399,2.640109,5.898587,5.951367,6.004146,6.056925,6.056925,6.109704,2.581556,5.845808,2.591314,5.889724,2.442579,2.45429,2.466001,2.477711,2.477711,2.489422,5.351465,5.404244,5.457024,5.509803,5.562582
68,70,68,70,3.290191,3.293028,3.295865,3.298702,3.301539,7.162431,7.140812,7.119193,7.097575,7.075956,7.075956,3.287827,3.290664,3.293501,3.296338,3.299175,7.180434,7.158815,7.137196,7.115578,7.115578,7.093959,3.28499,7.202052,3.287354,7.184049,3.28759,3.290427,3.293264,3.296102,3.296102,3.298939,7.182241,7.160623,7.139004,7.117386,7.095767,2.199981,3.399986,4.599991,5.799995,7,2.199527,3.399645,4.599763,5.799882,7,7,1.200005,2.400009,3.600014,4.800019,6.000023,1.200118,2.400237,3.600355,4.800473,4.800473,6.000592,0,0,0.999977,0.999408,1.099991,2.299995,3.5,4.700005,4.700005,5.900009,1.099763,2.299882,3.5,4.700118,5.900237,2.619009,2.626723,2.634438,2.642153,2.649868,6.012873,6.04806,6.083246,6.118433,6.15362,6.15362,2.61258,2.620295,2.628009,2.635724,2.643439,5.983571,6.018758,6.053944,6.089131,6.089131,6.124318,2.604865,5.948384,2.611294,5.977686,2.462211,2.469926,2.477641,2.485356,2.485356,2.493071,5.437845,5.473031,5.508218,5.543405,5.578591
69,70,69,70,3.295861,3.297281,3.2987,3.30012,3.301539,7.120418,7.109303,7.098187,7.087072,7.075956,7.075956,3.294678,3.296098,3.297517,3.298937,3.300356,7.129679,7.118564,7.107448,7.096333,7.096333,7.085217,3.293259,7.140795,3.294442,7.131534,3.29456,3.295979,3.297399,3.298819,3.298819,3.300238,7.130606,7.119491,7.108375,7.09726,7.086144,2.199995,3.399997,4.599998,5.799999,7,2.19988,3.39991,4.59994,5.79997,7,7,1.200001,2.400002,3.600003,4.800005,6.000006,1.20003,2.40006,3.60009,4.80012,4.80012,6.00015,0,0,0.999994,0.99985,1.099998,2.299999,3.5,4.700001,4.700001,5.900002,1.09994,2.29997,3.5,4.70003,5.90006,2.634624,2.638435,2.642246,2.646057,2.649868,6.083206,6.100809,6.118413,6.136016,6.15362,6.15362,2.631449,2.63526,2.63907,2.642881,2.646692,6.068539,6.086142,6.103746,6.121349,6.121349,6.138953,2.627638,6.050935,2.630814,6.065602,2.481397,2.485208,2.489019,2.49283,2.49283,2.496641,5.52423,5.541833,5.559437,5.57704,5.594644
70,70,70,70,3.301539,3.301539,3.301539,3.301539,3.301539,7.075956,7.075956,7.075956,7.075956,7.075956,7.075956,3.301539,3.301539,3.301539,3.301539,3.301539,7.075956,7.075956,7.075956,7.075956,7.075956,7.075956,3.301539,7.075956,3.301539,7.075956,3.301539,3.301539,3.301539,3.301539,3.301539,3.301539,7.075956,7.075956,7.075956,7.075956,7.075956,2.2,3.4,4.6,5.8,7,2.2,3.4,4.6,5.8,7,7,1.2,2.4,3.6,4.8,6,1.2,2.4,3.6,4.8,4.8,6,0,0,1,1,1.1,2.3,3.5,4.7,4.7,5.9,1.1,2.3,3.5,4.7,5.9,2.649868,2.649868,2.649868,2.649868,2.649868,6.15362,6.15362,6.15362,6.15362,6.15362,6.15362,2.649868,2.649868,2.649868,2.649868,2.649868,6.15362,6.15362,6.15362,6.15362,6.15362,6.15362,2.649868,6.15362,2.649868,6.15362,2.500131,2.500131,2.500131,2.500131,2.500131,2.500131,5.610759,5.610759,5.610759,5.610759,5.610759
71,70,71,70,3.307239,3.305814,3.304389,3.302964,3.301539,7.028747,7.040549,7.052352,7.064154,7.075956,7.075956,3.308426,3.307001,3.305576,3.304152,3.302727,7.018914,7.030716,7.042518,7.054321,7.054321,7.066123,3.309851,7.007112,3.308664,7.016945,3.308545,3.30712,3.305695,3.30427,3.30427,3.302845,7.01793,7.029732,7.041534,7.053336,7.065138,2.199996,3.399997,4.599998,5.799999,7,2.199875,3.399906,4.599937,5.799969,7,7,1.200001,2.400002,3.600003,4.800004,6.000006,1.200031,2.400063,3.600094,4.800125,4.800125,6.000157,0,0,0.999994,0.999843,1.099998,2.299999,3.5,4.700001,4.700001,5.900002,1.099937,2.299969,3.5,4.700031,5.900063,2.664733,2.661017,2.6573,2.653584,2.649868,6.224251,6.206593,6.188935,6.171278,6.15362,6.15362,2.66783,2.664114,2.660397,2.656681,2.652965,6.238963,6.221306,6.203648,6.18599,6.18599,6.168332,2.671546,6.256621,2.668449,6.241909,2.518406,2.514689,2.510973,2.507257,2.507257,2.503541,5.697596,5.679938,5.66228,5.644622,5.626965
72,70,72,70,3.312973,3.310115,3.307256,3.304398,3.301539,6.978423,7.002806,7.02719,7.051573,7.075956,7.075956,3.315355,3.312497,3.309638,3.30678,3.303921,6.958119,6.982502,7.006885,7.031269,7.031269,7.055652,3.318214,6.933736,3.315832,6.95404,3.315594,3.312735,3.309877,3.307018,3.307018,3.30416,6.956079,6.980463,7.004846,7.029229,7.053612,2.199983,3.399987,4.599991,5.799996,7,2.199487,3.399615,4.599744,5.799872,7,7,1.200004,2.400009,3.600013,4.800017,6.000022,1.200128,2.400256,3.600385,4.800513,4.800513,6.000641,0,0,0.999978,0.999359,1.099991,2.299996,3.5,4.700004,4.700004,5.900009,1.099744,2.299872,3.5,4.700128,5.900256,2.679213,2.671877,2.664541,2.657204,2.649868,6.29526,6.25985,6.22444,6.18903,6.15362,6.15362,2.685327,2.67799,2.670654,2.663318,2.655981,6.324746,6.289336,6.253926,6.218516,6.218516,6.183106,2.692663,6.360156,2.68655,6.33067,2.536212,2.528876,2.521539,2.514203,2.514203,2.506866,5.78493,5.74952,5.71411,5.6787,5.64329
73,70,73,70,3.318757,3.314453,3.310148,3.305844,3.301539,6.924521,6.96238,7.000239,7.038097,7.075956,7.075956,3.322344,3.318039,3.313735,3.309431,3.305126,6.893026,6.930885,6.968744,7.006603,7.006603,7.044462,3.326648,6.855168,3.323061,6.886662,3.322703,3.318398,3.314094,3.309789,3.309789,3.305485,6.889844,6.927703,6.965562,7.003421,7.041279,2.199962,3.399972,4.599981,5.799991,7,2.198816,3.399112,4.599408,5.799704,7,7,1.200009,2.400019,3.600028,4.800038,6.000047,1.200296,2.400592,3.600888,4.801184,4.801184,6.00148,0,0,0.999953,0.99852,1.099981,2.299991,3.5,4.700009,4.700009,5.900019,1.099408,2.299704,3.5,4.700296,5.900592,2.693302,2.682443,2.671585,2.660726,2.649868,6.366835,6.313531,6.260227,6.206923,6.15362,6.15362,2.70235,2.691491,2.680633,2.669774,2.658916,6.411178,6.357874,6.30457,6.251267,6.251267,6.197963,2.713208,6.464481,2.70416,6.420138,2.553541,2.542682,2.531824,2.520965,2.520965,2.510107,5.87299,5.819686,5.766382,5.713079,5.659775
74,70,74,70,3.324604,3.318838,3.313072,3.307306,3.301539,6.86645,6.918827,6.971203,7.02358,7.075956,7.075956,3.329409,3.323643,3.317877,3.31211,3.306344,6.822941,6.875318,6.927694,6.98007,6.98007,7.032447,3.335175,6.770565,3.330371,6.814074,3.32989,3.324124,3.318357,3.312591,3.312591,3.306825,6.818507,6.870884,6.92326,6.975637,7.028013,2.199934,3.399951,4.599967,5.799984,7,2.197833,3.398375,4.598916,5.799458,7,7,1.200016,2.400033,3.600049,4.800066,6.000082,1.200542,2.401084,3.601625,4.802167,4.802167,6.002709,0,0,0.999918,0.997291,1.099967,2.299984,3.5,4.700016,4.700016,5.900033,1.098916,2.299458,3.5,4.700542,5.901084,2.706989,2.692709,2.678429,2.664148,2.649868,6.439207,6.36781,6.296413,6.225016,6.15362,6.15362,2.718889,2.704608,2.690328,2.676047,2.661767,6.498516,6.427119,6.355723,6.284326,6.284326,6.212929,2.733169,6.569913,2.72127,6.510603,2.570381,2.556101,2.541821,2.52754,2.52754,2.51326,5.962053,5.890656,5.81926,5.747863,5.676466
75,70,75,70,3.330531,3.323283,3.316035,3.308787,3.301539,6.803442,6.871571,6.939699,7.007828,7.075956,7.075956,3.33657,3.329322,3.322074,3.314826,3.307578,6.746958,6.815086,6.883215,6.951343,6.951343,7.019472,3.343818,6.678829,3.337779,6.735314,3.337174,3.329926,3.322679,3.315431,3.315431,3.308183,6.741136,6.809264,6.877393,6.945521,7.01365,2.199899,3.399925,4.59995,5.799975,7,2.196501,3.397376,4.59825,5.799125,7,7,1.200025,2.40005,3.600075,4.800101,6.000126,1.200875,2.40175,3.602624,4.803499,4.803499,6.004374,0,0,0.999874,0.995626,1.09995,2.299975,3.5,4.700025,4.700025,5.90005,1.09825,2.299125,3.5,4.700875,5.90175,2.720267,2.702668,2.685068,2.667468,2.649868,6.512661,6.422901,6.33314,6.24338,6.15362,6.15362,2.734932,2.717332,2.699732,2.682132,2.664532,6.58708,6.49732,6.407559,6.317799,6.317799,6.228039,2.752532,6.67684,2.737867,6.602421,2.586722,2.569122,2.551522,2.533922,2.533922,2.516322,6.052466,5.962705,5.872945,5.783185,5.693424
0,71,0,71,1.329602,1.824664,2.319726,2.814789,3.309851,4.490423,5.119595,5.748767,6.37794,7.007112,7.007112,0.981993,1.477055,1.972118,2.46718,2.962242,4.232919,4.862091,5.491263,6.120435,6.120435,6.749607,0.486931,3.603747,0.834539,3.861251,0.908266,1.403329,1.898391,2.393453,2.393453,2.888516,4.047085,4.676257,5.305429,5.934601,6.563773,2.089573,3.317179,4.544786,5.772393,7,1.823706,3.117779,4.411853,5.705926,7,7,1.227607,2.455214,3.682821,4.910427,6.138034,1.294074,2.588147,3.882221,5.176294,5.176294,6.470368,0,0,0.861966,0.529632,1.044786,2.272393,3.5,4.727607,4.727607,5.955214,0.911853,2.205926,3.5,4.794074,6.088147,0.569261,1.094833,1.620404,2.145975,2.671546,-1.642191,0.332512,2.307215,4.281918,6.256621,6.256621,0.200231,0.725802,1.251373,1.776945,2.302516,-2.450388,-0.475685,1.499018,3.473722,3.473722,5.448425,-0.32534,-4.425091,0.04369,-3.616895,0.121961,0.647532,1.173103,1.698674,1.698674,2.224245,-3.033641,-1.058938,0.915765,2.890468,4.865171
1,71,1,71,1.493482,1.947574,2.401666,2.855759,3.309851,4.726412,5.296587,5.866762,6.436937,7.007112,7.007112,1.170441,1.624533,2.078625,2.532718,2.98681,4.489824,5.059999,5.630174,6.200349,6.200349,6.770524,0.716348,3.919649,1.03939,4.156237,1.104915,1.559007,2.0131,2.467192,2.467192,2.921284,4.32303,4.893205,5.46338,6.033555,6.60373,2.097524,3.323143,4.548762,5.774381,7,1.82912,3.12184,4.41456,5.70728,7,7,1.225619,2.451238,3.676857,4.902476,6.128095,1.29272,2.58544,3.87816,5.17088,5.17088,6.4636,0,0,0.871905,0.5364,1.048762,2.274381,3.5,4.725619,4.725619,5.951238,0.91456,2.20728,3.5,4.79272,6.08544,0.602369,1.119663,1.636957,2.154252,2.671546,-1.55295,0.399443,2.351836,4.304228,6.256621,6.256621,0.234366,0.75166,1.268954,1.786249,2.303543,-2.363074,-0.410681,1.541711,3.494104,3.494104,5.446497,-0.282929,-4.315467,0.085074,-3.505343,0.15972,0.677014,1.194309,1.711603,1.711603,2.228897,-2.934209,-0.981816,0.970577,2.92297,4.875363
2,71,2,71,1.624048,2.045498,2.466949,2.8884,3.309851,4.953944,5.467236,5.980528,6.49382,7.007112,7.007112,1.32104,1.74249,2.163941,2.585392,3.006843,4.737615,5.250907,5.764199,6.277491,6.277491,6.790782,0.899589,4.224323,1.202597,4.440652,1.261818,1.683269,2.10472,2.526171,2.526171,2.947622,4.589134,5.102426,5.615717,6.129009,6.642301,2.104008,3.328006,4.552004,5.776002,7,1.835334,3.126501,4.417667,5.708834,7,7,1.223998,2.447996,3.671994,4.895992,6.11999,1.291166,2.582333,3.873499,5.164666,5.164666,6.455832,0,0,0.88001,0.544168,1.052004,2.276002,3.5,4.723998,4.723998,5.947996,0.917667,2.208834,3.5,4.791166,6.082333,0.636714,1.145422,1.65413,2.162838,2.671546,-1.436796,0.486559,2.409913,4.333267,6.256621,6.256621,0.270971,0.779679,1.288387,1.797095,2.305803,-2.247402,-0.324048,1.599306,3.522661,3.522661,5.446015,-0.237737,-4.170756,0.128006,-3.36015,0.199488,0.708196,1.216905,1.725613,1.725613,2.234321,-2.803776,-0.880422,1.042932,2.966287,4.889641
3,71,3,71,1.736987,2.130203,2.523419,2.916635,3.309851,5.17232,5.631018,6.089716,6.548414,7.007112,7.007112,1.45163,1.844846,2.238063,2.631279,3.024495,4.975768,5.434466,5.893164,6.351862,6.351862,6.810559,1.058414,4.51707,1.343771,4.713623,1.3977,1.790917,2.184133,2.577349,2.577349,2.970565,4.844695,5.303393,5.762091,6.220789,6.679487,2.109767,3.332325,4.554883,5.777442,7,1.842038,3.131528,4.421019,5.710509,7,7,1.222558,2.445117,3.667675,4.890233,6.112791,1.289491,2.578981,3.868472,5.157962,5.157962,6.447453,0,0,0.887209,0.552547,1.054883,2.277442,3.5,4.722558,4.722558,5.945117,0.921019,2.210509,3.5,4.789491,6.078981,0.673272,1.17284,1.672409,2.171978,2.671546,-1.304389,0.585864,2.476116,4.366369,6.256621,6.256621,0.310736,0.810304,1.309873,1.809441,2.30901,-2.114363,-0.224111,1.666142,3.556394,3.556394,5.446647,-0.188833,-4.004616,0.173703,-3.194641,0.24222,0.741788,1.241357,1.740925,1.740925,2.240494,-2.654502,-0.76425,1.126003,3.016255,4.906508
